id,crime_type,zone_id,latitude,longitude,date_time,area_name
9631,Theft,12,18.993038,72.829511,2025-01-31T17:28:50,Railway Station Exit
7665,Theft,3,19.112266,72.870128,2025-01-31T23:01:26,Highway Slip Road
7843,Theft,7,19.232423,72.856922,2025-02-01T01:47:35,Residential Lane
5183,Accident,6,19.101117,72.933555,2025-02-01T07:52:14,Traffic Signal
9898,Theft,3,19.11487,72.871181,2025-02-01T08:02:54,Construction Site Boundary
5228,Theft,2,19.060956,72.829332,2025-02-01T09:12:20,Highway Slip Road
8998,Accident,6,19.098331,72.9295,2025-02-01T11:27:10,Railway Station Exit
5185,Theft,11,19.188031,72.839783,2025-02-01T11:40:45,Back Alley
7703,Theft,2,19.061659,72.828258,2025-02-01T12:46:59,Highway Slip Road
7360,Accident,6,19.098024,72.93226,2025-02-01T15:35:56,Residential Lane
8459,Assault,4,19.019106,72.849519,2025-02-01T16:02:43,Highway Slip Road
8661,Accident,9,19.116058,72.907142,2025-02-01T19:11:28,Residential Lane
6007,Assault,4,19.01534,72.846366,2025-02-01T22:50:31,Shopping Mall Parking
8316,Accident,6,19.099302,72.928995,2025-02-01T23:55:41,Bus Stop Queue
6966,Theft,12,18.996355,72.829091,2025-02-02T00:28:15,Back Alley
9137,Theft,5,19.070791,72.881757,2025-02-02T02:50:48,Railway Station Exit
8086,Theft,2,19.060621,72.825575,2025-02-02T03:23:46,Main Market Street
8626,Theft,11,19.187005,72.836957,2025-02-02T05:12:14,Shopping Mall Parking
8404,Theft,1,18.920099,72.833805,2025-02-02T11:16:22,Residential Lane
6519,Assault,7,19.23423,72.856867,2025-02-02T12:23:30,Residential Lane
8698,Accident,11,19.183798,72.83985,2025-02-02T12:29:26,Shopping Mall Parking
8527,Theft,2,19.061731,72.826084,2025-02-02T14:46:32,Traffic Signal
9401,Theft,5,19.074854,72.877486,2025-02-02T16:07:30,Main Market Street
8921,Theft,2,19.052644,72.829227,2025-02-02T16:57:55,Highway Slip Road
6943,Assault,5,19.073385,72.884018,2025-02-02T19:05:36,Main Market Street
9540,Theft,1,18.920484,72.835461,2025-02-02T20:25:40,Railway Station Exit
6461,Theft,2,19.057765,72.828099,2025-02-02T21:32:54,Public Park Corner
5882,Assault,5,19.07128,72.879807,2025-02-02T22:09:57,Main Market Street
5978,Theft,7,19.226446,72.856042,2025-02-02T22:26:59,Construction Site Boundary
6981,Theft,11,19.186633,72.838886,2025-02-02T23:01:26,Construction Site Boundary
6208,Theft,12,18.995307,72.831932,2025-02-03T00:38:20,Back Alley
9933,Assault,2,19.060714,72.827017,2025-02-03T02:19:48,Bus Stop Queue
5075,Theft,11,19.185676,72.83302,2025-02-03T04:31:24,Construction Site Boundary
5444,Accident,10,19.046333,72.884851,2025-02-03T08:13:52,Railway Station Exit
8523,Theft,2,19.05723,72.829569,2025-02-03T22:55:50,Bus Stop Queue
9901,Accident,6,19.096744,72.923931,2025-02-03T23:24:53,Bus Stop Queue
7313,Theft,4,19.01414,72.846342,2025-02-03T23:34:31,Railway Station Exit
8839,Theft,9,19.118021,72.904055,2025-02-04T01:12:37,Residential Lane
7187,Theft,5,19.071767,72.879773,2025-02-04T01:46:49,Public Park Corner
5581,Assault,8,19.097366,72.825308,2025-02-04T02:40:56,Main Market Street
9725,Assault,9,19.12351,72.899933,2025-02-04T04:25:19,Bus Stop Queue
7988,Accident,7,19.233698,72.857243,2025-02-04T06:05:03,Railway Station Exit
7059,Theft,10,19.044178,72.886245,2025-02-04T08:25:09,Shopping Mall Parking
8232,Theft,12,18.993887,72.833188,2025-02-04T08:50:42,Bus Stop Queue
5459,Assault,5,19.074637,72.879255,2025-02-04T10:02:14,Shopping Mall Parking
6967,Theft,1,18.922184,72.833509,2025-02-04T10:48:11,Highway Slip Road
6521,Theft,5,19.07201,72.878652,2025-02-04T12:38:13,Shopping Mall Parking
6750,Theft,2,19.061012,72.83042,2025-02-04T16:13:27,Residential Lane
5195,Assault,12,18.990839,72.832762,2025-02-04T17:02:52,Railway Station Exit
6726,Theft,12,18.996613,72.831833,2025-02-04T17:49:05,Traffic Signal
9519,Theft,1,18.919257,72.829788,2025-02-04T18:01:44,Railway Station Exit
6743,Theft,12,18.990465,72.835259,2025-02-04T18:53:16,Construction Site Boundary
6483,Theft,12,18.991957,72.829803,2025-02-04T19:11:06,Residential Lane
5488,Theft,3,19.112312,72.8708,2025-02-04T21:42:47,Traffic Signal
7893,Assault,9,19.118755,72.905303,2025-02-04T22:14:41,Bus Stop Queue
6425,Theft,2,19.058818,72.828302,2025-02-04T23:32:24,Highway Slip Road
5639,Theft,3,19.117799,72.869905,2025-02-04T23:47:17,Shopping Mall Parking
7954,Theft,4,19.016728,72.850958,2025-02-05T00:46:59,Highway Slip Road
5452,Accident,6,19.09999,72.928921,2025-02-05T02:08:09,Traffic Signal
6532,Theft,8,19.095246,72.823554,2025-02-05T02:14:58,Residential Lane
9224,Theft,4,19.020255,72.845012,2025-02-05T02:54:09,Shopping Mall Parking
9566,Theft,12,18.994383,72.831856,2025-02-05T05:37:38,Bus Stop Queue
8011,Theft,12,18.996342,72.828312,2025-02-05T07:25:48,Public Park Corner
9216,Theft,11,19.182458,72.833894,2025-02-05T07:59:24,Railway Station Exit
9095,Theft,3,19.114176,72.866739,2025-02-05T13:12:59,Main Market Street
6670,Theft,12,18.997379,72.826255,2025-02-05T13:14:24,Highway Slip Road
8526,Theft,11,19.18498,72.840062,2025-02-05T14:42:29,Railway Station Exit
5827,Assault,12,18.994541,72.82847,2025-02-05T14:59:43,Bus Stop Queue
6886,Theft,11,19.184906,72.838888,2025-02-05T15:12:14,Bus Stop Queue
6740,Theft,12,18.99359,72.830349,2025-02-05T16:32:09,Bus Stop Queue
8139,Theft,11,19.188436,72.831258,2025-02-05T18:00:12,Highway Slip Road
5716,Assault,12,18.996267,72.828523,2025-02-05T18:41:59,Traffic Signal
8867,Theft,11,19.180205,72.839667,2025-02-05T18:46:18,Bus Stop Queue
6099,Theft,5,19.075829,72.877608,2025-02-05T20:18:54,Residential Lane
5135,Assault,2,19.055835,72.834392,2025-02-05T20:34:35,Highway Slip Road
6366,Theft,4,19.018229,72.848455,2025-02-05T20:45:13,Shopping Mall Parking
8819,Theft,8,19.095835,72.829512,2025-02-05T23:04:42,Back Alley
7593,Accident,2,19.057726,72.826439,2025-02-05T23:26:17,Railway Station Exit
6987,Theft,5,19.06889,72.881718,2025-02-06T00:13:55,Railway Station Exit
7821,Accident,10,19.045616,72.890463,2025-02-06T00:47:55,Main Market Street
5066,Theft,12,18.992134,72.831541,2025-02-06T02:11:39,Highway Slip Road
5363,Assault,5,19.073878,72.878677,2025-02-06T04:53:44,Residential Lane
7405,Accident,6,19.100086,72.931337,2025-02-06T04:55:14,Construction Site Boundary
8660,Theft,2,19.055072,72.828847,2025-02-06T05:06:50,Highway Slip Road
6254,Assault,5,19.070042,72.878909,2025-02-06T08:46:01,Main Market Street
7253,Theft,11,19.187245,72.841271,2025-02-06T09:20:03,Back Alley
6140,Theft,12,18.994621,72.828541,2025-02-06T09:38:36,Back Alley
6934,Theft,1,18.919563,72.83643,2025-02-06T10:20:03,Railway Station Exit
5301,Assault,10,19.042931,72.891653,2025-02-06T11:17:25,Residential Lane
7639,Theft,2,19.055156,72.827351,2025-02-06T11:23:31,Public Park Corner
7879,Theft,2,19.056919,72.827927,2025-02-06T15:11:49,Bus Stop Queue
5855,Accident,10,19.044303,72.892359,2025-02-06T17:16:29,Public Park Corner
5089,Assault,5,19.073563,72.87869,2025-02-06T17:59:38,Residential Lane
9192,Theft,1,18.922254,72.836187,2025-02-06T21:10:26,Bus Stop Queue
6618,Theft,4,19.017623,72.85132,2025-02-07T03:01:26,Traffic Signal
6474,Theft,11,19.187271,72.836026,2025-02-07T07:57:04,Shopping Mall Parking
9126,Theft,8,19.100459,72.824982,2025-02-07T12:16:32,Main Market Street
9364,Theft,1,18.92546,72.83268,2025-02-07T13:12:59,Residential Lane
6746,Assault,10,19.046972,72.893224,2025-02-07T13:13:48,Construction Site Boundary
6173,Theft,3,19.114349,72.869624,2025-02-07T14:26:47,Bus Stop Queue
7206,Accident,12,18.995658,72.827641,2025-02-07T18:12:30,Construction Site Boundary
8231,Accident,10,19.045694,72.883008,2025-02-08T00:34:53,Traffic Signal
5276,Theft,1,18.9231,72.837173,2025-02-08T00:45:59,Public Park Corner
5335,Theft,12,18.996252,72.82802,2025-02-08T02:58:58,Shopping Mall Parking
8092,Theft,11,19.190777,72.838406,2025-02-08T03:03:54,Main Market Street
5439,Theft,8,19.097622,72.825984,2025-02-08T03:12:13,Residential Lane
9514,Theft,11,19.187049,72.834115,2025-02-08T03:25:48,Railway Station Exit
6200,Theft,5,19.071935,72.877194,2025-02-08T04:31:41,Public Park Corner
5490,Theft,11,19.184909,72.833409,2025-02-08T05:25:13,Back Alley
6418,Theft,7,19.235504,72.854965,2025-02-08T05:47:49,Public Park Corner
9041,Assault,5,19.074877,72.880824,2025-02-08T12:53:04,Bus Stop Queue
7586,Theft,2,19.060458,72.834731,2025-02-08T13:38:52,Railway Station Exit
7655,Assault,4,19.016285,72.845607,2025-02-08T16:40:05,Main Market Street
6019,Theft,2,19.059314,72.826933,2025-02-08T17:47:24,Traffic Signal
6703,Theft,8,19.098322,72.825423,2025-02-08T20:53:20,Back Alley
6112,Theft,4,19.015703,72.840818,2025-02-08T21:54:23,Shopping Mall Parking
9926,Assault,10,19.044208,72.893485,2025-02-08T22:27:13,Shopping Mall Parking
9743,Assault,7,19.231958,72.854029,2025-02-08T23:26:07,Traffic Signal
5262,Accident,7,19.231117,72.857806,2025-02-08T23:42:04,Residential Lane
6095,Theft,12,18.990621,72.83035,2025-02-09T00:55:52,Bus Stop Queue
5554,Theft,4,19.016959,72.848465,2025-02-09T01:19:06,Residential Lane
5642,Theft,2,19.061973,72.834329,2025-02-09T03:18:18,Railway Station Exit
9069,Accident,6,19.102251,72.933098,2025-02-09T04:23:09,Residential Lane
7832,Accident,7,19.234385,72.855205,2025-02-09T04:55:41,Residential Lane
8691,Theft,8,19.098408,72.829154,2025-02-09T14:12:10,Main Market Street
6844,Theft,4,19.022573,72.847272,2025-02-09T15:30:06,Bus Stop Queue
8072,Theft,2,19.060337,72.829262,2025-02-09T16:54:40,Back Alley
9878,Theft,12,18.997619,72.831973,2025-02-09T22:25:07,Highway Slip Road
6449,Accident,6,19.103113,72.927111,2025-02-09T23:30:36,Main Market Street
6381,Theft,4,19.019298,72.842222,2025-02-10T02:54:15,Public Park Corner
6955,Theft,12,18.991357,72.833168,2025-02-10T06:01:08,Bus Stop Queue
8677,Theft,5,19.074588,72.87161,2025-02-10T07:36:43,Public Park Corner
7082,Theft,3,19.11762,72.874136,2025-02-10T10:18:49,Back Alley
7227,Assault,7,19.231034,72.856349,2025-02-10T10:19:55,Highway Slip Road
6571,Theft,12,18.994536,72.82735,2025-02-10T18:47:38,Residential Lane
9124,Assault,7,19.232581,72.85418,2025-02-10T19:15:04,Residential Lane
5440,Theft,4,19.01665,72.849674,2025-02-10T19:21:58,Bus Stop Queue
7856,Theft,8,19.099487,72.821301,2025-02-10T21:37:52,Back Alley
8870,Theft,12,18.994017,72.834333,2025-02-10T22:39:22,Back Alley
5077,Theft,7,19.230494,72.858421,2025-02-11T03:35:05,Highway Slip Road
6753,Assault,9,19.118227,72.908121,2025-02-11T03:42:43,Traffic Signal
6609,Assault,5,19.075237,72.878406,2025-02-11T05:56:21,Highway Slip Road
9877,Theft,9,19.117019,72.906403,2025-02-11T07:10:27,Construction Site Boundary
6718,Theft,12,18.993295,72.832546,2025-02-11T08:01:51,Public Park Corner
5518,Assault,1,18.924547,72.842713,2025-02-11T08:33:58,Bus Stop Queue
5492,Accident,6,19.100904,72.925921,2025-02-11T10:41:05,Shopping Mall Parking
6088,Theft,4,19.02074,72.847964,2025-02-11T12:22:41,Railway Station Exit
9012,Accident,6,19.101185,72.932369,2025-02-11T13:17:52,Main Market Street
6961,Assault,5,19.074086,72.879892,2025-02-11T13:55:26,Traffic Signal
7491,Accident,10,19.044579,72.889051,2025-02-11T16:29:49,Back Alley
8515,Theft,10,19.043091,72.889607,2025-02-11T17:10:28,Main Market Street
6779,Theft,4,19.021511,72.845824,2025-02-11T17:13:07,Back Alley
5524,Assault,5,19.074763,72.878381,2025-02-11T17:31:13,Public Park Corner
7773,Theft,1,18.924291,72.830787,2025-02-11T17:44:04,Construction Site Boundary
5016,Theft,9,19.118113,72.909781,2025-02-11T18:49:17,Main Market Street
8286,Theft,5,19.073115,72.877927,2025-02-11T21:29:46,Back Alley
9467,Accident,6,19.095954,72.936196,2025-02-11T22:27:01,Highway Slip Road
9087,Theft,12,18.991185,72.826632,2025-02-12T03:34:11,Railway Station Exit
7413,Theft,8,19.098994,72.827742,2025-02-12T03:44:26,Public Park Corner
6233,Accident,8,19.097798,72.826999,2025-02-12T03:55:43,Construction Site Boundary
9024,Accident,10,19.044521,72.890868,2025-02-12T05:12:54,Bus Stop Queue
9572,Assault,10,19.045803,72.891448,2025-02-12T06:31:49,Construction Site Boundary
9847,Theft,11,19.185957,72.839601,2025-02-12T07:50:37,Public Park Corner
6782,Theft,7,19.234422,72.861007,2025-02-12T11:32:09,Shopping Mall Parking
9980,Accident,3,19.112838,72.872767,2025-02-12T12:00:08,Public Park Corner
5055,Theft,8,19.099436,72.824789,2025-02-12T12:09:09,Highway Slip Road
6067,Theft,7,19.231522,72.854146,2025-02-12T13:51:04,Public Park Corner
5424,Accident,9,19.122967,72.909571,2025-02-12T17:30:52,Shopping Mall Parking
6155,Assault,2,19.05708,72.829083,2025-02-12T20:00:41,Railway Station Exit
5702,Theft,7,19.230837,72.857265,2025-02-12T22:38:54,Shopping Mall Parking
9453,Theft,2,19.059368,72.831171,2025-02-12T23:04:47,Back Alley
5302,Theft,11,19.186483,72.835626,2025-02-12T23:47:30,Public Park Corner
9108,Theft,11,19.18406,72.835122,2025-02-13T04:51:50,Main Market Street
7680,Accident,6,19.098692,72.929612,2025-02-13T05:32:22,Main Market Street
5139,Theft,11,19.181843,72.838072,2025-02-13T06:32:59,Traffic Signal
6672,Accident,6,19.098225,72.931977,2025-02-13T07:08:24,Railway Station Exit
8234,Accident,9,19.116681,72.904153,2025-02-13T07:16:24,Bus Stop Queue
8784,Accident,1,18.922177,72.831408,2025-02-13T07:45:24,Railway Station Exit
8645,Assault,12,18.993984,72.830416,2025-02-13T08:28:46,Highway Slip Road
5932,Assault,7,19.231711,72.855333,2025-02-13T10:31:54,Main Market Street
7686,Assault,9,19.11819,72.908285,2025-02-13T11:18:57,Residential Lane
8881,Accident,11,19.184588,72.834132,2025-02-13T11:24:39,Bus Stop Queue
8334,Theft,2,19.05942,72.831628,2025-02-13T12:27:00,Residential Lane
5087,Assault,5,19.072183,72.884347,2025-02-13T16:57:48,Railway Station Exit
7610,Theft,1,18.919387,72.836119,2025-02-13T21:36:59,Main Market Street
7244,Assault,12,18.989203,72.832989,2025-02-13T22:16:48,Main Market Street
7094,Theft,11,19.186063,72.840403,2025-02-14T00:20:44,Public Park Corner
6913,Theft,3,19.109767,72.8721,2025-02-14T03:39:06,Back Alley
6040,Theft,1,18.917523,72.836066,2025-02-14T06:37:07,Traffic Signal
9423,Assault,9,19.118477,72.90447,2025-02-14T08:15:31,Bus Stop Queue
5771,Assault,5,19.07825,72.876584,2025-02-14T08:49:39,Construction Site Boundary
7637,Theft,8,19.095306,72.828538,2025-02-14T10:44:11,Railway Station Exit
7002,Theft,4,19.020476,72.844656,2025-02-14T10:46:43,Highway Slip Road
5567,Accident,4,19.013742,72.849941,2025-02-14T13:49:12,Traffic Signal
6690,Accident,9,19.12082,72.901064,2025-02-14T14:40:36,Public Park Corner
9476,Assault,3,19.11644,72.87046,2025-02-14T15:10:30,Railway Station Exit
6516,Theft,4,19.019953,72.849658,2025-02-14T21:13:07,Residential Lane
7969,Theft,9,19.118938,72.90378,2025-02-14T22:49:01,Traffic Signal
6644,Theft,8,19.093226,72.826209,2025-02-14T22:50:25,Residential Lane
6788,Assault,5,19.074549,72.878127,2025-02-14T22:59:44,Bus Stop Queue
8502,Assault,7,19.237523,72.853995,2025-02-15T02:01:17,Main Market Street
7188,Theft,2,19.064169,72.830391,2025-02-15T10:37:38,Main Market Street
8750,Theft,7,19.2362,72.853819,2025-02-15T11:07:16,Shopping Mall Parking
9371,Theft,12,18.993646,72.831832,2025-02-15T11:33:29,Main Market Street
8973,Assault,7,19.232018,72.857372,2025-02-15T15:15:05,Highway Slip Road
9116,Theft,8,19.095119,72.823437,2025-02-15T16:04:44,Railway Station Exit
6668,Theft,9,19.116113,72.90493,2025-02-15T18:34:59,Main Market Street
7387,Theft,4,19.016098,72.842688,2025-02-15T19:40:59,Residential Lane
9335,Assault,9,19.116428,72.907311,2025-02-15T20:37:59,Highway Slip Road
6070,Accident,6,19.100528,72.932295,2025-02-15T21:24:01,Back Alley
7866,Theft,1,18.921442,72.836535,2025-02-15T23:35:03,Main Market Street
8476,Accident,7,19.228822,72.857017,2025-02-16T01:44:49,Back Alley
5660,Theft,2,19.060207,72.830419,2025-02-16T02:30:03,Residential Lane
6459,Theft,10,19.0428,72.890051,2025-02-16T02:47:03,Residential Lane
8848,Theft,1,18.925223,72.833993,2025-02-16T02:57:23,Shopping Mall Parking
8864,Theft,5,19.067271,72.880363,2025-02-16T07:57:37,Bus Stop Queue
7069,Accident,3,19.113022,72.866334,2025-02-16T09:49:47,Residential Lane
9256,Assault,4,19.02091,72.854416,2025-02-16T11:03:52,Main Market Street
9185,Accident,10,19.047808,72.888743,2025-02-16T12:30:17,Residential Lane
6552,Theft,4,19.01568,72.850047,2025-02-16T14:05:13,Shopping Mall Parking
7567,Theft,7,19.227828,72.860193,2025-02-16T17:24:30,Highway Slip Road
5849,Theft,2,19.064261,72.829396,2025-02-16T20:13:00,Bus Stop Queue
6025,Assault,4,19.020838,72.849432,2025-02-16T23:08:18,Main Market Street
6594,Assault,1,18.921414,72.835248,2025-02-16T23:53:51,Main Market Street
5114,Theft,3,19.112797,72.866391,2025-02-16T23:57:30,Bus Stop Queue
8054,Theft,11,19.186861,72.835963,2025-02-17T04:36:55,Railway Station Exit
9310,Accident,10,19.043796,72.891426,2025-02-17T08:09:46,Back Alley
9439,Accident,6,19.098122,72.929925,2025-02-17T12:36:09,Main Market Street
7493,Accident,6,19.095396,72.930921,2025-02-17T12:39:26,Shopping Mall Parking
7646,Assault,4,19.015763,72.848086,2025-02-17T14:06:56,Residential Lane
8272,Accident,6,19.098745,72.926182,2025-02-17T15:16:22,Construction Site Boundary
7342,Assault,9,19.117362,72.905392,2025-02-17T18:51:33,Highway Slip Road
8382,Assault,9,19.122957,72.901952,2025-02-18T02:35:40,Bus Stop Queue
5862,Theft,5,19.073299,72.877297,2025-02-18T04:26:33,Traffic Signal
5426,Theft,1,18.921907,72.831656,2025-02-18T06:32:11,Back Alley
5205,Theft,2,19.06195,72.829096,2025-02-18T07:35:38,Construction Site Boundary
7709,Theft,1,18.918878,72.834166,2025-02-18T08:56:20,Shopping Mall Parking
6920,Theft,11,19.185973,72.834372,2025-02-18T09:03:40,Shopping Mall Parking
6021,Theft,2,19.058274,72.830532,2025-02-18T09:44:29,Bus Stop Queue
6411,Theft,7,19.229501,72.854213,2025-02-18T09:57:15,Traffic Signal
9245,Theft,5,19.070286,72.879585,2025-02-18T10:36:12,Shopping Mall Parking
5998,Theft,5,19.073645,72.8812,2025-02-18T14:01:19,Main Market Street
7404,Accident,10,19.046097,72.890088,2025-02-18T14:50:29,Public Park Corner
9030,Accident,10,19.045266,72.890173,2025-02-18T18:47:07,Traffic Signal
6014,Accident,11,19.18704,72.835306,2025-02-18T19:05:13,Traffic Signal
9992,Theft,3,19.111916,72.868809,2025-02-18T20:03:10,Residential Lane
6874,Theft,2,19.059836,72.830722,2025-02-18T23:15:21,Railway Station Exit
7366,Assault,5,19.069591,72.878818,2025-02-18T23:23:16,Shopping Mall Parking
5964,Theft,3,19.110842,72.874791,2025-02-19T01:44:21,Public Park Corner
5279,Theft,12,18.989628,72.826054,2025-02-19T01:59:55,Public Park Corner
6843,Assault,12,18.993812,72.829993,2025-02-19T05:24:27,Railway Station Exit
6522,Accident,6,19.096319,72.929088,2025-02-19T07:10:59,Traffic Signal
5258,Theft,10,19.040892,72.893,2025-02-19T10:17:06,Shopping Mall Parking
8301,Accident,10,19.043261,72.891157,2025-02-19T13:39:29,Residential Lane
8426,Assault,12,18.995049,72.828437,2025-02-19T14:24:13,Main Market Street
5671,Theft,9,19.117338,72.910015,2025-02-19T18:56:15,Bus Stop Queue
5186,Theft,10,19.050194,72.891811,2025-02-19T19:20:14,Bus Stop Queue
8456,Theft,11,19.188664,72.837457,2025-02-19T20:06:25,Highway Slip Road
9931,Accident,12,18.996048,72.829616,2025-02-19T20:23:35,Traffic Signal
7688,Accident,12,18.996381,72.827741,2025-02-19T22:07:02,Highway Slip Road
6878,Theft,3,19.111804,72.868678,2025-02-19T22:38:48,Back Alley
8958,Accident,3,19.114888,72.873291,2025-02-19T22:41:40,Main Market Street
8041,Accident,10,19.044652,72.885846,2025-02-20T00:51:18,Construction Site Boundary
9527,Theft,4,19.020352,72.844205,2025-02-20T02:31:37,Public Park Corner
6445,Assault,3,19.113844,72.869578,2025-02-20T03:53:22,Main Market Street
5842,Theft,2,19.061896,72.831066,2025-02-20T07:46:40,Highway Slip Road
5076,Assault,3,19.108292,72.868866,2025-02-20T08:22:18,Bus Stop Queue
9207,Theft,11,19.183279,72.836729,2025-02-20T08:32:20,Highway Slip Road
9885,Theft,3,19.111221,72.866889,2025-02-20T11:15:36,Bus Stop Queue
7925,Theft,4,19.014837,72.846799,2025-02-21T02:08:56,Bus Stop Queue
5597,Assault,4,19.021345,72.844984,2025-02-21T04:08:40,Residential Lane
7506,Assault,5,19.068053,72.875699,2025-02-21T05:09:10,Residential Lane
5979,Assault,5,19.071473,72.88208,2025-02-21T08:52:09,Traffic Signal
7373,Accident,3,19.11778,72.866134,2025-02-21T10:13:49,Traffic Signal
8134,Theft,12,18.990292,72.829446,2025-02-21T11:53:24,Public Park Corner
8133,Theft,5,19.076226,72.879825,2025-02-21T13:01:56,Public Park Corner
5170,Assault,9,19.119811,72.896966,2025-02-21T14:26:07,Residential Lane
7057,Accident,6,19.098685,72.928809,2025-02-21T16:20:42,Public Park Corner
7334,Assault,5,19.074921,72.876757,2025-02-21T16:37:12,Railway Station Exit
